Region,Year,Month,Day,Temperature,Precipitation
Oti,2022,6,27,30.8642994775808,22
Greater Accra,2016,9,29,23.569963256852816,129
Northern,2022,2,15,23.663212314845275,139
Upper West,2023,11,13,30.88259621650578,228
Upper West,2021,7,21,25.77906253258719,25
Oti,2019,1,29,21.36864473950945,122
Western North,2010,7,23,20.940455324803114,148
Eastern,2010,8,2,20.40477928421469,124
Bono,2012,9,26,27.76066374727209,32
Central,2013,7,31,25.80467820040553,133
Eastern,2016,12,1,27.09364785952879,141
Western North,2011,11,22,30.779795867691146,52
Eastern,2013,4,30,30.883966899805532,222
Bono,2013,2,8,27.240832421713108,116
Upper West,2013,6,25,32.49116658936629,25
Bono East,2022,9,12,33.80919018269161,146
Bono East,2013,2,22,34.00513312894226,181
Western,2016,4,27,27.170353700952642,86
Volta,2023,3,19,32.60568543922567,241
Greater Accra,2016,6,27,29.3430423751713,150
Ahafo,2015,3,7,26.46369015244041,117
Western North,2019,3,15,32.73224975556826,3
Ahafo,2012,12,18,33.960012741251695,217
Northern,2021,10,31,24.91459234727795,138
Western,2012,4,29,32.13208462690625,52
North East,2014,4,10,20.898121541071692,121
Western,2018,2,16,26.513993624405778,144
Ahafo,2015,10,22,32.64059699504459,66
Upper East,2021,2,24,30.760695397107746,102
Upper East,2016,4,5,33.99604808339846,35
Upper East,2021,6,12,22.989375706021953,57
Bono East,2017,12,15,28.212781616568606,79
North East,2018,11,24,22.383816410312825,187
Upper East,2018,9,8,22.177389285102617,66
North East,2021,3,2,30.6831471779433,217
Central,2015,8,9,30.886240334439826,222
Oti,2020,11,17,28.965980510352246,108
Ahafo,2016,11,22,32.61068143379762,43
Upper West,2016,7,23,28.8350334701381,85
North East,2017,2,13,29.353685976116232,201
Ashanti,2010,5,15,25.13368380599913,209
North East,2015,3,29,20.008038758431738,38
Central,2012,3,25,25.07343241648781,148
Western,2023,1,30,21.899297238203197,244
North East,2022,2,14,29.949274170242283,67
Western North,2020,11,26,34.68827386542054,29
Western North,2020,10,11,26.079055231717568,26
North East,2021,5,28,25.12471083429729,17
Greater Accra,2022,6,24,23.043005774712324,131
Central,2016,4,13,25.15203474143977,245
Central,2021,2,8,21.02493843208909,161
Bono East,2011,10,23,32.42974642785636,226
Western North,2012,10,19,27.050532707448543,31
North East,2023,9,30,21.622925420169324,17
Eastern,2011,7,20,26.542983920837123,114
Bono East,2022,12,6,25.198072315287114,74
Ahafo,2017,9,23,30.856090947394875,64
Bono,2011,2,19,24.669119898343688,246
Savannah,2014,1,5,34.49851948916792,234
Eastern,2012,3,20,30.49278206150229,132
Central,2013,8,18,23.697089115130666,245
Upper East,2010,5,22,29.32087297443975,161
Volta,2020,8,30,24.61642143391296,184
Ashanti,2015,1,4,32.88111284460204,210
Upper East,2015,2,21,22.246969373614636,224
Upper West,2016,4,4,31.77476437005338,66
Northern,2014,2,21,23.174258996738,97
Ahafo,2023,12,24,28.555728435442276,63
North East,2017,8,25,25.19588193400212,159
Savannah,2010,6,16,22.267730201333663,18
Central,2021,9,9,32.41972038546446,102
Ashanti,2018,5,28,21.53733800126411,42
Greater Accra,2021,10,21,28.18118594672704,44
Upper West,2021,12,24,23.70741335779904,47
Bono,2014,10,9,26.560286544715442,114
Oti,2018,1,9,27.73904913787535,229
Bono,2021,12,20,30.847939493318336,59
Western North,2023,6,9,23.736472112617044,210
Oti,2017,10,22,21.155194697881534,57
Central,2019,3,9,33.44652393890088,62
Savannah,2017,10,5,29.947258192261735,145
Savannah,2021,1,15,20.185833756069588,173
Western,2022,5,29,33.87118700046967,91
Ashanti,2018,3,5,22.895271357004983,133
Northern,2016,6,29,25.573089441157723,184
Eastern,2017,2,1,29.599554616626037,87
Western,2021,2,5,34.13498299892427,206
Ahafo,2018,11,30,28.80863737886404,118
Upper West,2020,10,4,22.980432801850046,241
Northern,2022,12,8,25.403770656145166,95
Upper East,2023,7,29,22.925243320842164,71
Northern,2021,3,14,33.18778004062023,167
Eastern,2016,8,15,24.92119891528234,24
North East,2018,6,17,21.16717863839639,54
Bono East,2014,12,30,28.894909824331236,166
Ashanti,2011,5,25,24.2436974542156,32
Oti,2018,1,17,27.28189863022668,3
Northern,2013,10,22,21.364392292235387,94
Ashanti,2014,12,11,27.44667563386051,109
Northern,2017,12,17,34.49046212693458,157
Bono East,2023,3,4,29.341131182831816,136
Oti,2020,11,24,29.79941875098592,126
North East,2014,7,9,21.507766083276778,67
Western North,2020,3,11,29.321365891860744,53
Bono,2023,1,31,24.488098669146794,155
Western,2011,6,5,34.52626732334763,87
Ashanti,2011,3,30,20.378447634639276,9
Northern,2016,10,12,32.107714409746166,64
Eastern,2019,9,16,25.755463853118382,24
Ahafo,2017,11,23,23.203605011418524,39
Upper West,2015,10,25,26.286859750998893,108
Bono East,2017,7,20,29.275478979235935,246
Oti,2021,10,23,23.50299566629178,225
Volta,2014,2,25,26.379622670544116,136
North East,2017,10,13,24.01528540884361,28
Savannah,2016,4,27,23.606964921976896,58
Western,2022,5,18,28.227161756822376,54
Greater Accra,2015,11,30,32.12409161684938,78
Western North,2011,3,3,21.67558619812774,16
Savannah,2023,7,10,23.126007421585907,153
Upper West,2018,9,14,24.623251636855166,218
Savannah,2018,4,1,21.970862350300063,187
Northern,2021,4,12,22.767258734869966,45
Greater Accra,2015,6,10,27.56588469574697,87
Western,2017,10,13,28.253222585821245,170
Upper West,2021,5,26,20.193412129766894,90
Central,2023,10,19,26.66349746325857,56
Savannah,2013,5,25,30.910615062360673,69
Upper East,2023,11,21,25.648747347346273,211
Ahafo,2011,2,21,20.180069280465222,80
Central,2018,9,4,24.996289427371522,231
North East,2013,6,8,23.636317251269155,117
Oti,2016,10,11,30.927630149209406,235
Ashanti,2023,2,11,27.741618278490712,77
North East,2015,9,25,22.108034452364798,142
Ahafo,2022,11,16,28.03719939066515,37
Northern,2014,5,8,32.91568886318187,38
Upper West,2010,8,12,31.07118981152298,90
Ashanti,2015,8,23,22.002752597938887,168
Western North,2020,4,28,28.364710678907635,190
Oti,2015,12,23,24.75350087738625,203
Ashanti,2015,1,19,34.85053350420413,189
Oti,2022,10,7,33.32855397253705,162
Ahafo,2012,4,13,29.42805915310207,185
Volta,2012,11,26,27.324246083840663,68
Eastern,2010,1,17,28.162859852512902,151
Bono East,2013,7,8,25.05786363921657,217
Western North,2019,8,11,22.69928316742837,225
Oti,2017,4,4,34.94981259370172,155
Western,2017,9,4,21.552785100436314,196
Greater Accra,2020,4,16,25.52267001150635,111
Savannah,2022,4,8,22.202021231269892,11
Upper East,2019,12,26,30.697516871270537,2
Northern,2013,6,18,33.579314102136216,141
Savannah,2010,9,23,21.10317220763214,149
Oti,2011,3,4,24.338642240393554,48
Greater Accra,2015,12,31,20.157434886409277,229
Western North,2020,9,29,26.98052671961814,25
Bono,2011,7,13,23.1765962396088,1
Ahafo,2021,4,24,31.419665694540683,82
Western,2021,1,14,27.118392619553944,31
Western North,2019,4,19,29.497715739958487,193
North East,2012,7,1,25.123854537324643,83
Central,2017,8,9,32.12847146710777,78
Central,2022,10,20,27.1764451157563,34
Bono,2017,9,23,32.30084760521389,112
Western North,2022,12,6,32.458334028969674,224
North East,2022,8,27,20.360318061539413,74
Bono,2011,9,15,24.329135212725273,54
Savannah,2022,3,2,26.08441044974492,99
Ashanti,2020,2,28,26.884838231546993,143
Eastern,2013,4,22,33.34324707652592,133
Bono East,2014,8,9,30.92230474769001,65
North East,2013,5,15,31.506272059920377,13
Ashanti,2011,11,11,24.68933636093997,181
North East,2014,9,11,27.919749177241442,231
Volta,2011,4,23,32.15811890664114,70
Oti,2013,12,21,30.91903348646989,193
Eastern,2017,6,9,33.029663051379,60
Eastern,2019,11,17,27.477511506582896,1
Volta,2010,9,30,26.003864870486797,87
Bono East,2023,7,27,22.342858713583283,38
Volta,2013,11,5,29.953378178480335,82
Volta,2011,10,27,20.70499639259503,23
Oti,2021,6,6,25.90980691263908,239
Central,2020,7,30,20.704546063143837,82
Western North,2018,12,3,28.313025210723183,85
Greater Accra,2012,3,1,23.75117529311565,232
Ashanti,2010,1,2,21.775032971934273,65
Volta,2017,6,9,21.135310037703707,148
Western North,2012,11,18,32.635394542341274,146
Bono East,2017,10,11,20.246100851140994,127
Volta,2012,8,27,21.56661310509697,151
Savannah,2023,10,5,34.653043159656974,185
Upper East,2013,12,19,27.486138276297247,27
Western North,2022,5,3,33.560889881784604,214
Northern,2017,12,6,20.35948430911096,178
Bono East,2021,9,9,26.057075879245772,195
Northern,2019,1,15,32.839423991084864,87
Oti,2023,6,27,28.273132022198766,42
Eastern,2010,1,18,27.752735912045225,18
Savannah,2014,8,21,23.381525628840418,193
Ahafo,2021,7,30,26.741124824898463,81
Ashanti,2015,3,23,25.90262618865603,82
North East,2017,4,29,22.17067405533942,230
North East,2013,10,21,28.848142797452095,248
Upper East,2022,8,19,30.58919266442512,148
Bono East,2020,5,19,32.37871714797997,151
Bono,2021,6,25,21.614636513934233,18
Western,2016,4,7,26.81163640842985,132
Volta,2016,10,14,25.417636196988003,99
Savannah,2018,12,29,22.450257159473153,228
Volta,2018,2,6,33.34942033596312,220
Upper East,2023,9,15,30.563360256874077,184
Bono,2023,12,31,30.122804877251426,43
Greater Accra,2017,1,5,34.619006960269886,247
Savannah,2022,7,9,34.75024606966896,36
Oti,2018,5,31,33.28165229753409,69
Bono East,2016,1,6,31.15800233553054,133
Upper West,2010,7,13,27.293965908785637,32
Eastern,2018,9,28,21.78898009696769,247
Central,2010,5,26,34.34759985986653,250
Savannah,2023,6,26,27.178451465221496,201
Oti,2022,4,24,29.551750731898288,242
Eastern,2019,1,3,21.524812267122567,61
Savannah,2019,12,27,24.56419495214823,99
Volta,2018,3,15,30.584943203351337,104
Eastern,2022,4,12,32.594401946315784,222
Upper East,2016,3,3,21.202945009365735,234
Northern,2012,1,12,34.06841157377402,60
Eastern,2023,1,5,33.15911818518484,24
Central,2019,10,3,20.601385277003125,222
North East,2021,12,14,25.090355166223446,11
Central,2020,12,15,34.283161232806115,118
Bono East,2013,1,26,31.30678035358539,185
Oti,2021,9,22,20.69915080261129,242
Greater Accra,2016,10,5,21.533433898229216,236
Volta,2017,4,30,23.516408201920097,109
Bono East,2022,3,24,33.197069391348535,81
Central,2020,6,30,34.781335537344425,127
Bono East,2019,3,12,20.676661849508488,181
Savannah,2022,9,29,27.666677779587467,177
North East,2018,4,12,26.54366232119771,73
Bono East,2015,7,20,30.889331160728517,45
Western North,2014,1,28,24.128057933043515,246
Bono,2011,11,1,34.214488725799654,35
Western,2023,10,25,34.66046177652599,200
Northern,2016,8,16,21.722537198604748,76
Greater Accra,2012,5,12,27.960910286759816,157
Western,2018,6,27,29.175626593282427,217
Oti,2016,4,5,33.78410522685833,147
Ashanti,2012,3,28,29.519860754423725,64
Bono East,2014,3,31,31.06475643702796,240
Bono East,2013,9,3,31.02382856129985,230
Upper East,2018,3,3,26.373708743607835,225
Savannah,2010,3,12,23.41276012916956,83
Savannah,2015,12,23,25.630518555644997,234
Western North,2015,1,27,31.389827744255474,147
Northern,2021,10,18,21.65366391425479,28
Western North,2019,12,25,34.11818515373969,109
Bono,2010,9,17,25.053710732405825,165
Western North,2018,6,27,30.57973111536907,88
Central,2011,7,21,31.324456402538736,131
Ahafo,2020,2,17,34.46679886881414,3
Savannah,2023,2,23,23.533008792034238,180
Ahafo,2011,7,4,24.265951584082572,80
Greater Accra,2011,7,4,32.4444476114633,188
Northern,2017,4,28,24.9031597925434,193
Bono,2015,2,21,30.381571729355336,10
Ashanti,2016,9,19,24.64143670031054,146
Ashanti,2021,5,18,32.05350558706266,10
Ashanti,2011,8,11,32.9149370406,94
Oti,2013,11,4,25.97870354463304,173
Upper West,2017,11,1,22.97996468094194,250
Volta,2018,9,12,27.382970506189864,238
Upper West,2023,2,16,24.826528617951258,162
Western,2017,10,3,27.95100770731097,26
Eastern,2017,9,19,28.055670820939774,231
Ahafo,2015,12,21,25.686642509283026,91
Upper East,2016,7,11,26.42994678311617,125
Western,2021,9,16,26.00499857090551,90
Western,2014,7,6,24.370915156849474,13
Western,2022,6,30,30.118528309352595,117
Western North,2014,4,1,24.93025001625842,2
Upper West,2010,9,20,24.30001248634499,63
North East,2020,11,1,33.45884634067845,44
Savannah,2023,4,13,29.999080339486397,9
Oti,2014,7,7,21.550014942182877,132
Greater Accra,2019,4,18,28.092225553807836,156
Upper West,2014,10,26,21.7822598635995,242
Ahafo,2020,12,23,20.15035247418604,26
Western North,2017,9,4,20.828563666931917,200
Volta,2014,5,11,24.90548249459833,193
Central,2020,9,5,25.809588051170856,92
Upper East,2013,4,15,33.62219671898113,147
Bono East,2012,1,17,34.65109036778129,0
North East,2018,1,16,34.409136757808255,27
Greater Accra,2010,8,13,23.96348180084544,245
Greater Accra,2022,8,18,32.59754982728465,165
Upper West,2012,6,25,25.93718936336071,7
Greater Accra,2023,6,6,30.821673353138294,225
Ahafo,2021,5,11,28.300641800811306,190
Bono East,2014,5,21,30.70682204520301,100
Upper East,2016,11,3,26.395294585544278,87
Western North,2012,1,12,30.380198419355725,150
Northern,2021,11,23,25.61538067514715,69
Upper East,2019,10,7,25.920839120924505,224
Western,2023,11,24,23.262709890106567,250
Central,2021,9,17,25.55724990758941,249
Bono East,2019,12,25,30.399879150458524,103
Oti,2018,5,22,25.53298337212969,170
Upper East,2022,9,24,30.46262663091959,209
North East,2022,1,22,24.449411943652343,130
Eastern,2019,7,18,26.242817562727367,82
Eastern,2018,12,24,34.69633841484593,199
North East,2012,2,7,31.02822563045276,130
Northern,2016,11,13,34.82669436880369,108
Central,2013,3,23,31.053133925277493,227
Western,2023,2,10,26.73947310043504,12
North East,2013,9,26,33.02110558851912,210
Upper East,2013,3,20,22.654218567481784,111
Ashanti,2023,2,23,23.50672557332198,238
Ashanti,2018,12,13,25.989290705363462,101
North East,2013,10,28,30.05964856529601,70
Bono East,2012,6,19,30.629957777004083,223
Western North,2017,5,15,28.700431575585522,150
Western,2010,10,26,30.90975580169697,195
Western,2014,2,23,30.28313167624087,177
Western North,2014,5,22,21.190117972228464,37
Bono,2019,12,26,20.18632269858325,69
Upper West,2012,8,15,23.70653278512791,73
Ashanti,2012,4,17,23.36120046737809,233
Central,2022,12,7,29.694349961580727,198
Central,2011,3,13,27.19982377954868,30
Western,2014,6,29,32.30841034256093,180
Central,2021,4,11,26.731591051559597,176
Oti,2014,9,1,32.987515912591036,43
Greater Accra,2017,1,25,31.60885459593947,229
Eastern,2014,4,24,32.262761910830704,226
Eastern,2021,6,14,26.98148274645932,20
Bono,2015,3,11,33.0664292357766,124
Savannah,2012,9,10,31.13660905311844,150
Bono,2022,6,8,29.590881443708497,29
Bono East,2014,12,20,24.62559154219983,44
Ahafo,2022,7,11,30.95545669988192,36
Upper East,2011,6,2,28.193983767428428,23
Western,2013,5,5,28.556845364118388,234
Western North,2023,10,18,22.83343744293777,181
Bono,2015,4,2,22.20083622313195,146
Upper West,2016,7,26,32.007751194336784,240
Western,2023,7,15,31.549653833756736,65
Savannah,2010,7,15,22.334008526294824,34
Western,2019,4,8,24.63078025185509,124
Volta,2017,6,30,24.576313039663805,132
Eastern,2011,11,3,30.191961578453665,93
Bono East,2019,12,8,22.699903609349455,49
Western,2020,6,4,21.77011904021,12
North East,2023,12,25,20.23607021184314,20
Central,2021,12,17,22.96843083451587,78
Bono,2023,12,10,26.61280284622815,4
Volta,2019,8,5,34.48825135977847,36
Western,2017,9,16,27.666762772419595,91
Eastern,2017,11,20,30.71172480360655,85
Ahafo,2016,10,18,30.91261870727976,186
Oti,2021,6,23,21.00980432082776,199
Savannah,2018,2,7,26.169051306776353,201
Central,2022,6,5,34.06733412901982,166
Central,2017,4,18,24.100317073778154,103
Upper West,2016,7,10,23.580800023836023,238
Upper West,2013,3,20,29.42472071523255,118
Northern,2016,8,23,22.443987511337205,232
Bono East,2014,3,8,29.6050195982424,2
Oti,2017,3,27,20.688257848657837,52
Western,2023,2,12,23.97219953031383,174
Upper West,2023,9,13,24.911575154415576,31
Western North,2013,6,20,31.767489463625104,146
Western North,2011,11,10,32.87322246137587,49
Greater Accra,2018,11,27,22.120790699478462,219
Upper East,2015,8,21,30.12205752672586,1
Ashanti,2019,6,24,20.505515684409893,219
Greater Accra,2023,7,25,21.318664817910076,35
Bono,2017,3,15,29.70495935638162,0
North East,2012,1,15,22.820499212632164,223
Bono East,2019,6,15,23.545638936911036,67
Ashanti,2023,1,16,33.811670797942824,67
Ashanti,2013,1,4,27.977724619728008,108
North East,2019,12,19,30.189408674062655,107
Volta,2021,11,21,27.242380700506324,82
Greater Accra,2012,6,10,33.65257427903779,203
Ahafo,2010,7,21,34.24672888104006,189
Bono East,2014,12,1,29.70504688862585,150
Eastern,2021,1,29,21.289799559223788,17
Volta,2023,6,5,29.4594826618842,152
Ashanti,2022,12,19,34.21832402386859,211
Western North,2020,2,22,25.995812476546515,136
Savannah,2014,11,19,21.371240008945385,19
Ahafo,2017,10,9,31.382077470838865,60
Upper East,2016,11,18,30.37638183618791,2
Bono East,2018,12,30,26.763474573186997,167
Oti,2010,10,13,23.92273834025515,170
Ashanti,2023,9,13,25.257631328429895,16
Bono,2012,4,7,23.19971003502172,56
Volta,2012,11,27,20.866035549827686,132
Oti,2013,5,5,24.762417348917225,97
Western,2020,11,4,32.16107979859218,189
Central,2020,8,29,23.58431583193244,239
Eastern,2022,9,14,30.125181643629514,244
Oti,2017,12,26,24.712437144441314,169
Ashanti,2023,10,5,34.93667400436037,242
Ashanti,2017,1,2,32.72807423250118,101
North East,2018,9,18,29.2583926929822,90
Bono,2010,8,29,24.269978956729254,200
North East,2023,7,11,25.89596168275239,152
North East,2010,12,10,29.23659956800521,10
Western North,2016,2,4,25.184247717737406,23
Eastern,2017,3,21,30.392134631108007,22
Eastern,2020,9,10,30.711675797182245,112
Western,2014,10,14,22.797134992214744,65
Upper West,2013,4,18,29.233943877033287,37
Upper West,2020,10,6,22.06773168113951,40
Northern,2014,12,6,29.01064074234584,84
Volta,2016,7,27,31.222381357309466,248
Ahafo,2016,3,16,20.52792194160888,147
Western North,2011,1,14,31.864051274805632,84
Upper East,2011,1,18,23.506642925796392,66
North East,2011,7,8,20.96443106833192,136
Savannah,2015,1,18,31.336972564650324,185
Oti,2010,4,24,20.423895334753123,103
Central,2021,5,4,28.67476809672081,1
Eastern,2023,1,11,22.45853323350087,172
Volta,2021,9,8,23.527239246342198,131
Upper West,2011,7,17,20.803723860369534,9
Western North,2013,12,7,25.87573560604141,162
North East,2016,3,9,27.624216474359496,89
Savannah,2016,4,12,26.802054220436865,41
Ahafo,2017,7,10,31.58947843230212,12
Western North,2019,5,3,31.97173533304981,186
Volta,2021,4,14,29.997899394604726,112
Bono East,2017,4,24,22.103935041153616,200
Eastern,2012,8,8,27.513683336985064,3
Ashanti,2012,4,22,26.822262730712996,118
Eastern,2012,5,19,22.051781883290086,142
Volta,2015,6,24,24.733846947127255,206
Western North,2012,5,31,23.760649010144416,0
Upper East,2018,7,5,24.027705837252178,154
Upper East,2017,9,11,23.931394046351766,58
Ahafo,2015,5,9,26.812403391026628,228
Bono East,2012,8,11,34.19206464972336,173
Ashanti,2016,7,6,22.095329671818295,130
Upper West,2018,5,20,28.3121768904142,54
Western North,2023,1,13,30.001921265675332,224
Upper East,2015,7,30,26.29426889374784,116
Bono,2017,7,29,20.6143996946319,219
Upper East,2013,7,2,25.354212774292595,128
Central,2013,11,27,21.493680097736938,248
Bono East,2010,5,23,33.75572564720831,71
Volta,2019,2,13,30.534572992716534,213
Central,2020,10,26,29.422330101612534,59
Ashanti,2011,8,12,30.91633983410314,89
Western North,2018,3,15,24.635720844721277,103
Oti,2021,8,22,28.524266665004106,250
Western,2020,8,30,21.08377921986929,8
Western North,2022,6,21,26.311865518137395,158
Oti,2021,3,26,21.167868573212672,181
Eastern,2013,7,26,25.787465349060376,101
Savannah,2018,1,20,29.08987364092298,150
Volta,2021,5,29,30.14975773486333,126
Upper East,2013,10,20,27.094985454621682,54
Ashanti,2015,12,26,24.434825117169925,196
Eastern,2017,5,1,23.397659996719625,78
Greater Accra,2010,10,21,20.606036930806386,191
Northern,2016,6,8,27.186669713989453,199
Western,2017,12,24,32.84276443402984,77
Upper East,2021,4,23,25.501372247804774,79
Ashanti,2015,2,20,22.177057101867256,51
Greater Accra,2011,1,19,26.94104140926733,63
Upper West,2018,3,3,22.74815346366804,32
Bono,2023,8,11,28.26776466032868,29
Bono,2021,6,23,25.04333437897131,51
Greater Accra,2021,11,14,26.889457177127635,18
Bono East,2018,3,17,30.257230951786546,109
Greater Accra,2013,1,13,30.721576702043006,80
Upper East,2011,11,29,31.725327047650065,61
Western North,2016,12,11,27.578518284965135,96
Eastern,2018,9,24,31.488621532174633,89
Eastern,2017,7,14,30.30123347378018,145
Upper East,2016,7,8,24.44422882695853,220
Northern,2014,3,26,33.52105351314549,111
Northern,2019,10,25,22.826284247912888,102
Upper West,2010,1,13,32.928660789309646,23
Northern,2019,2,13,29.676677897191684,122
Upper West,2016,5,8,33.056803255579624,143
Upper East,2014,9,30,34.134963773981596,10
Northern,2023,9,14,25.510917661815867,119
Savannah,2013,1,14,27.560005809429686,199
Greater Accra,2021,4,20,21.071743267806955,3
Savannah,2022,6,8,32.78325179838282,74
Central,2018,8,8,32.85293447218724,63
Northern,2018,8,19,32.166158338372526,83
Eastern,2016,10,13,30.820580695303832,122
Savannah,2018,2,3,28.30606667382588,231
Volta,2010,4,12,24.00539613306251,70
Volta,2014,10,8,20.955495804309564,200
Western North,2015,2,22,28.219182568587463,151
Northern,2015,8,13,27.232381359586682,167
North East,2016,10,22,31.908597532514676,120
Savannah,2023,3,14,31.83254234752942,17
Upper West,2015,11,23,34.38926549926786,213
Upper East,2015,5,6,32.01239028340247,46
Volta,2021,8,24,33.87450972487581,234
Ashanti,2022,5,29,29.753392728422163,26
Western,2023,8,11,26.587717202435105,108
Volta,2021,9,18,21.23029656499688,18
North East,2013,4,30,25.475441953465555,68
Ashanti,2010,4,5,34.57005676290507,182
Greater Accra,2023,9,28,26.80275454512747,21
Upper West,2016,7,30,27.99974021871412,230
Bono East,2023,1,14,20.316142013018347,166
Greater Accra,2023,5,18,31.31494378019059,198
Ahafo,2019,4,12,26.389515678029895,224
Eastern,2012,10,8,32.86838994139673,24
Upper West,2014,12,14,26.383128188886587,214
Volta,2014,8,27,30.84970398542395,170
Volta,2022,5,8,32.54644733088093,63
Central,2021,2,19,24.796214638591458,184
Upper West,2023,3,13,28.693068506071093,194
Eastern,2022,8,18,25.58983517949617,122
Ahafo,2022,11,30,20.45056514317141,86
Ashanti,2021,9,13,21.812261891462533,14
North East,2013,5,2,20.907414498981577,242
Greater Accra,2017,5,6,31.94184250205184,176
Eastern,2022,2,8,31.392483195612794,205
Ashanti,2019,2,17,23.445238372457315,116
Volta,2020,11,21,32.46798375132993,102
Upper West,2023,5,14,20.176381283163636,231
Northern,2020,9,10,21.875235024137016,128
Eastern,2019,3,24,31.90867018443256,202
Bono,2012,11,2,20.90667080641444,128
Ahafo,2013,2,1,23.864246663647023,10
Oti,2019,2,28,32.39440378041861,200
Western North,2011,4,10,23.235719001321137,48
Central,2011,12,8,24.95332486398391,195
Oti,2017,4,14,21.181282371536156,181
North East,2017,6,26,23.17281268497884,24
Northern,2019,3,15,27.972177451652964,148
Bono,2018,6,10,32.71622176568174,80
Upper West,2022,1,23,29.36441366546027,92
Central,2013,2,14,32.3222106491046,219
Eastern,2019,6,16,31.776892944518472,134
Bono,2014,3,21,23.25081891417144,189
North East,2010,1,12,33.178638878290876,166
Eastern,2023,9,22,27.499737910096176,13
Bono,2020,1,18,26.592597841857014,154
Eastern,2020,7,22,26.055240968680238,189
Bono East,2021,6,4,30.538383848137265,92
Western North,2023,12,6,27.38373516107115,77
Northern,2023,4,1,26.706366406221733,84
Oti,2015,12,14,30.29336131680233,54
Bono East,2013,11,11,20.901573346637424,36
Northern,2013,5,12,25.413791985689322,176
Oti,2023,6,24,23.56549988496083,39
Upper East,2022,3,7,26.674109457734307,31
Northern,2010,6,16,30.42282191284185,198
Oti,2018,8,3,28.560504387066484,120
Bono,2010,11,23,31.37766904686363,200
Ahafo,2014,4,3,28.816241059918532,219
Central,2011,9,20,21.05015688731835,201
Greater Accra,2013,9,6,23.251089139394352,180
Bono East,2011,12,16,31.820565204357024,97
Volta,2017,11,20,21.88037176104662,121
Northern,2017,10,7,25.50974797828165,31
Oti,2016,5,5,23.704984659587502,226
Western,2017,4,12,32.11163680767625,220
Bono,2011,5,2,34.235481650190316,175
Upper West,2018,9,4,21.311172153548014,86
Ashanti,2012,7,7,31.3186936162446,218
Western North,2011,5,18,30.72010345165728,53
Western North,2021,7,18,21.282658321648608,192
Northern,2010,3,30,34.088547401160675,101
Volta,2010,10,28,33.89306634995073,186
Ahafo,2016,2,18,34.54774289178871,53
Oti,2016,10,1,21.58455752831118,208
Upper West,2011,3,14,24.49693692971275,64
Central,2016,7,18,21.90185045110679,125
Volta,2014,8,17,34.00555240804172,7
Savannah,2018,1,19,20.385472005832927,250
Volta,2018,6,20,28.381168349799307,145
Ashanti,2014,2,28,23.15122570756889,135
Central,2016,5,31,34.53668602845772,227
Western,2010,7,1,33.497626267099136,66
Ahafo,2020,5,21,22.020906423346364,94
North East,2013,2,6,31.73810968422979,67
Volta,2020,6,3,26.565173160633492,169
Volta,2016,10,28,21.433733312802353,74
Northern,2022,9,26,21.267444393398815,128
Eastern,2012,9,21,22.6610253909004,70
Bono East,2011,11,25,32.63013872747922,111
Savannah,2023,4,2,25.23852031018848,50
Upper West,2018,11,28,31.982457485616543,9
Oti,2010,2,11,26.96363235864134,53
Oti,2016,1,28,28.861635417505017,15
Volta,2015,2,12,24.24740608570712,167
Upper West,2013,3,1,21.86631712290876,171
North East,2011,8,7,32.961184778356795,40
Northern,2010,9,11,25.601585173810236,102
Northern,2019,7,15,32.358458857178725,28
Western,2017,12,21,30.256591486282463,135
Ashanti,2017,2,14,20.00195056834608,245
North East,2011,6,28,33.00419729640737,156
Upper West,2018,12,13,25.427843864199417,120
Bono East,2023,10,19,30.302147360805705,85
Volta,2010,4,11,32.11832503129153,173
Ashanti,2011,3,8,24.07232166795562,4
Greater Accra,2020,5,13,30.587328566176254,131
Northern,2012,8,2,33.570505287864165,204
Northern,2023,1,26,20.189010838918502,179
Upper West,2015,8,29,22.328549978438417,5
Oti,2022,11,17,26.9220613220226,62
Western North,2013,3,11,22.689465660594617,250
Volta,2012,5,6,30.5336715102195,215
Upper West,2023,11,8,25.049247152442753,218
Volta,2015,7,26,26.15605192420263,99
Upper West,2010,12,19,25.751473168931874,46
Upper East,2023,1,2,20.076973680294,22
Eastern,2011,12,25,20.011810514560224,121
Bono East,2015,11,9,22.76466401305935,34
Upper West,2018,3,2,20.238557081584414,66
Western North,2018,8,25,33.69043943758419,46
Upper East,2018,11,1,30.80619253294885,122
Oti,2019,10,28,34.29989828506602,161
North East,2018,2,1,26.00935444307285,32
Northern,2010,4,17,26.63482551578439,163
Greater Accra,2013,12,19,28.965059479379025,96
Northern,2012,9,11,26.361420226455266,112
Western,2016,9,7,22.64720372021003,109
Ahafo,2015,9,13,31.6558352504543,148
Central,2018,4,18,27.820526949476253,51
Upper West,2023,4,5,23.130601803644048,137
Ahafo,2011,2,4,29.99109522362934,100
Ashanti,2020,9,17,23.732803318987603,146
Upper East,2016,1,14,32.78411887115573,30
Ahafo,2010,12,19,26.858651803650076,248
Western,2020,4,27,28.67353302055833,232
Western North,2019,1,16,28.912951999399056,47
Ashanti,2019,8,6,21.325874534579267,9
Ahafo,2013,1,12,34.69928470906511,132
Western North,2017,10,30,28.20660459330948,117
Oti,2015,6,2,24.39427882786,15
Bono,2021,11,19,23.398715685228368,228
